Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,NJ,2017,"12        ",Male,17,Right-Handed,178,29,173,1,Car,17,0.327,50,Baseball/Softball,1000,1000,1000,941,724,866,28.5,"Left foot",84,90,"Ring finger",October,Fall,No,No,Meat,Water,Other,7.5,9.5,3,"Yes - broadband connection","In person",5,9,6,1,4,2,12,2,2,1,15,7,1,2,"Very little","Undergraduate degree",Country,Fly,Rich,Actor,Religious
USA,NC,2017,"12        ",Female,17,Right-Handed,169,24,170,1,Walk,5,0.398,39,Dancing,786,722,754,701,722,594,24,"Same length",74,75,"Ring finger",October,Fall,Yes,No,"No favorite",Water,English,7,8,5,"Yes - other","Text messaging",15,15,5,1,6,0,20,0,5,5,5,2,0,1,Some,"Undergraduate degree",Other,Telepathy,Happy,Relative,"Education/Youth development"
USA,OR,2017,"12        ",Female,17,Right-Handed,173,26,168,2,Car,5,.467,40,Soccer,1000,1000,1000,1000,800,800,26,"Same length",76,69,"Index finger",April,Winter,No,No,"Rice/Noodle dishes",Water,English,7,7,5,"Yes - broadband connection","In person",100,100,15,1,5,5,10,0,3,2,5,5,0,2,"A lot","Graduate degree",Other,Fly,Happy,Teacher,"Arts, culture, sports"
USA,PA,2017,"12        ",Female,17,Right-Handed,170.2,22,169.5,1,Car,4,.445,40,"Hockey (Ice)",500,800,300,900,900,1000,23,"Left foot",85,90,"Ring finger",October,Fall,No,No,Meat,Milk,Science,8,9,6,"Yes - broadband connection","Text messaging",20,150,8,0,10,20,7,2,2,4,6,7,12,2,"A lot","Undergraduate degree",Country,Fly,Rich,Relative,"Wildlife, animals"
USA,OH,2017,"12        ",Male,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2017,"12        ",Female,16,Right-Handed,158,22,150,1,Car,5,.297,31,"Table Tennis",1000,1000,1000,1000,900,1000,22,"Same length",68,71,"Ring finger",October,Fall,No,No,Seafood,Water,Other,6,10,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",5,8,12,1,5,21,4,5,17,2,40,21,5,5,Some,"Graduate degree","Rock and roll",Invisibility,Happy,Relative,Environment
USA,NC,2017,"12        ",Male,17,Left-Handed,160.5,20,165,1,Walk,3,.322,40,Walking/Hiking,999,999,999,998,995,1000,20,"Same length",7.4,8.1,"Ring finger",December,Spring,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",English,3.5,5,31,"Yes - broadband connection","Text messaging",100,120,30,4,7,0,3,10,30,30,80,0,0,2,"A lot","Graduate degree","Rhythm and blues (R&B)",Invisibility,Happy,Other,"Education/Youth development"
USA,CA,2017,"12        ",Male,16,Right-Handed,187,28,99,2,Walk,20,.313,38,Soccer,7579,6985,8768,6756,3576,4233,27,"Same length",68,70,"Ring finger",September,Winter,No,No,Meat,Juice,"Mathematics and statistics",7,9,5,"Yes - other",Other,35,57,22,1,15,7,72,5,2,1,2,4,0,16,Some,"Undergraduate degree","Rap/Hip hop","Freeze time",Healthy,"Sports person","International aid"
USA,NJ,2017,"12        ",Male,17,Right-Handed,178,27,178,1,Car,5,.43,37,"Martial Arts",999,150,700,500,500,1000,28,"Left foot",65,75,"Ring finger",May,Winter,No,No,Meat,Milk,"Mathematics and statistics",7,6,4,"Yes - broadband connection","Text messaging",1000,1000,10,3,28,2,21,0,5,7,20,8,2,,"A lot","High school","Rap/Hip hop","Freeze time",Famous,Politician,"International aid"
USA,MO,2017,"12        ",Male,17,Right-Handed,66,26,77,1,Car,15,.311,35,Lacrosse,900,750,1000,1000,750,1000,25,"Right foot",100,85,"Index finger",August,Fall,Yes,No,Meat,Water,History,6.5,7,3,"Yes - broadband connection","Text messaging",105,200,15,1,5,7,5,0,3,2,2,10,20,0,Some,"Some college","Rap/Hip hop",Invisibility,Rich,"Business person","Wildlife, animals"
USA,NC,2017,"12        ",Male,17,Right-Handed,160,24,165,2,Walk,3,.323,33,"Hockey (Ice)",700,500,700,700,0,0,23,"Right foot",76,65,"Index finger",April,Summer,No,No,"No favorite",Water,Science,3,10,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",100,100,40,5,15,0,6,0,20,3,20,4,0,0,"A lot","Graduate degree","Punk rock",Telepathy,Happy,Friend,"Wildlife, animals"
USA,MO,2017,"12        ",Male,17,Right-Handed,168,27,,1,Car,20,0.41,37,None,100,300,500,800,1000,1000,26,"Right foot",70,80,"Ring finger",October,Winter,Yes,No,Desserts,"Soft drink (caffeinated)","Computers and technology",6,10,4,"Yes - other","Text messaging",300,250,5,0,2,3,0,2,4,4,14,14,3,2,"Very little",Other,Gospel,"Freeze time",Rich,Actor,Religious
USA,CA,2017,"12        ",Female,17,Right-Handed,167.6,24.6,165.1,2,Car,10,.417,33,Dancing,1000,900,900,700,"900  ",1000,25,"Left foot",7.6,7.6,"Same length",April,Spring,No,No,Salads,Tea,Art,6,10,3,"Yes - other","Text messaging",400,400,12,25,6,15,2,0,35,30,35,2,0,4,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,Other,"International aid"
USA,NJ,2017,"12        ",Female,17,Right-Handed,168,23.5,48.26,2,Car,8,.844,53,Lacrosse,,,,,,,24,"Left foot",6.069,6.35,"Same length",September,Winter,No,No,"No favorite",Water,Art,5,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IA,2017,"12        ",Female,18,Right-Handed,170.2,19.1,167,1,Car,5,.546,41,Basketball,1000,800,800,800,0,0,19.1,"Same length",7,7.5,"Ring finger",October,Fall,No,No,Seafood,Water,Science,8,9,2,"Yes - other","Text messaging",100,100,2,0,2,2,4,0,2,12,12,0,25,0,Some,"Some college",Country,Fly,Happy,Teacher,"Wildlife, animals"
USA,SC,2017,"12        ",Male,18,Right-Handed,190.5,30.48,"196 ",2,Boat,5,0.62,59,"Football (American)",,,,,,,30.48,"Same length",101.6,114.5,"Ring finger",December,Winter,No,No,Meat,Water,"Mathematics and statistics",6,10,3,"Yes - broadband connection","Cell phone",200,200,3,3,0,3,2,2,1,10,2,2,0,2,None,"Graduate degree","Rap/Hip hop",Fly,Rich,Actor,"Arts, culture, sports"
USA,NJ,2017,"12        ",Male,18,Right-Handed,175,24,176,1,Car,10,.146,38,Rowing,400,200,500,600,900,900,24,"Same length",70,70,"Same length",May,Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",7,11,5,"Yes - broadband connection","Cell phone",20,20,10,1,12,5,15,5,2,10,15,20,0,5,"A lot","Graduate degree",Pop,,Happy,Teacher,"Arts, culture, sports"
USA,PA,2017,"12        ",Male,17,Right-Handed,177,25,175,2,Car,12,.521,42,Other,435,615,645,578,365,687,25,"Same length",99,102,"Ring finger",March,Fall,No,No,Meat,Water,History,6,9,4,"Yes - broadband connection","Text messaging",250,325,15,2,4,10,12,0,5,30,30,5,11,3,"A lot","Graduate degree",Country,"Freeze time",Happy,Relative,"Wildlife, animals"
USA,NC,2017,"12        ",Male,17,Right-Handed,167,,176,1,Walk,5,.298,39,Soccer,700,500,350,500,900,900,,,7.5,7.8,"Ring finger",November,Summer,Yes,No,Pizza/Pasta,"Soft drink (non-caffeinated)",Science,6,10,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",50,150,50,1,20,2,12,7,8,1,12,1,0,4,Some,"Graduate degree",Pop,Fly,Happy,Friend,"Wildlife, animals"
USA,OK,2017,"12        ",Male,17,Right-Handed,175,25,178,1,Car,10,0.73,52,Skateboarding/Rollerblading,900,900,700,700,900,1000,25,"Same length",76,76,"Same length",November,Fall,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",7,9,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",15,15,20,1,5,5,5,10,10,3,10,0,20,3,"Very little","Graduate degree",Other,"Freeze time",Happy,Friend,Health
USA,NC,2017,"12        ",Female,16,Left-Handed,172,27,157,2,Car,12,.82,42,Baseball/Softball,497,241,556,594,513,642,30,"Left foot",101,127,"Ring finger",April,Fall,Yes,No,Poultry,Water,Languages,5,8,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",10,20,40,4,6,20,2,4,60,30,100,13,0,0,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Rich,Other,Religious
USA,OK,2017,"12        ",Male,17,Right-Handed,189,28,181,1,Car,17,0.367,32,Tennis,350,675,125,300,750,850,28,"Same length",84,89,"Ring finger",October,Spring,Yes,No,Pizza/Pasta,Milk,Music,8,10,4,"Yes - broadband connection","In person",15,30,8,1,5,7,8,3,0,1,4,7,3,2,Some,"Graduate degree",Classical,Fly,Happy,Relative,Religious
USA,NC,2017,"12        ",Male,17,Ambidextrous,170,27,177,1,Car,6,0.413,40,Soccer,417,668,770,770,995,995,27,"Same length",82,88,"Ring finger",October,Summer,No,No,Pizza/Pasta,Water,History,8,8,5,"Yes - broadband connection","Text messaging",25,30,3,1,8,10,8,1,1,1,4,5,0,5,"A lot","Graduate degree","Rap/Hip hop","Super strength",Happy,"Religious figure","International aid"
USA,MN,2017,"12        ",Female,17,Right-Handed,62,24,162,2,Car,15,.545,50,Tennis,500,500,500,500,300,300,24,"Same length",85,80,"Index finger",April,Summer,No,No,"No favorite",Water,"Mathematics and statistics",7,9,5,"Yes - other","Cell phone",1000,1000,2,2,20,7,16,0,10,10,10,0,0,3,"A lot","Graduate degree",Pop,"Freeze time",Rich,"Doctor or nurse","Education/Youth development"
USA,NC,2017,"12        ",Male,17,Right-Handed,179.8,25,184,2,Car,8,0.452,46,Soccer,333,991,653,890,503,687,25,"Same length",76,76,"Same length",February,Fall,No,No,Pizza/Pasta,Water,Science,5,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FL,2017,"12        ",Male,17,Right-Handed,173,128,171,1,Car,10,.343,37,Lacrosse,800,700,900,900,800,800,128,"Same length",100,100,"Same length",February,Summer,Yes,No,Meat,Water,English,7,9,3,"Yes - broadband connection","Text messaging",100,105,10,1,3,7,30,0,4,4,10,5,0,1,Some,"Graduate degree","Rap/Hip hop",Fly,Rich,Relative,Health
USA,NY,2017,"12        ",Female,17,Right-Handed,155,24,159,2,"Rail (Train/Tram/Subway)",35,0.514,60,Walking/Hiking,300,700,800,600,750,1000,22,"Right foot",70,67,"Ring finger",July,Summer,Yes,No,Meat,"Soft drink (non-caffeinated)","Mathematics and statistics",6,12,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",0,0,12,,,,,,,4,700,35,0,3,"A lot","Graduate degree",Pop,Telepathy,Rich,Friend,"Wildlife, animals"
USA,DE,2017,"12        ",Male,18,Right-Handed,182,30,90,2,Car,10,0.775,71,Basketball,4,8,7,3,8,7,30,"Same length",60,60,"Ring finger",November,Summer,Yes,No,Breads/Sandwiches,Water,History,7,9,4,"Yes - broadband connection","Cell phone",100,100,7,2,3,10,4,0,7,7,4,6,10,1,Some,"Graduate degree",Other,Fly,Happy,"Business person",Health
USA,NY,2017,"12        ",Male,15.9,Right-Handed,176.6,24,184,1,Car,20,.413,48,Soccer,1000,0,700,500,500,500,25,"Left foot",88,100,"Ring finger",October,Fall,Yes,No,Meat,Water,English,7.5,9.5,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,20,7,.3,15,5,20,3,3,2,10,2,0,.5,"A lot","Graduate degree","Rap/Hip hop",Fly,Healthy,Politician,"International aid"
USA,NC,2017,"12        ",Female,18,Right-Handed,151.1,22.86,129.5,1,Car,8,0.3,31,Tennis,1000,1000,1000,1000,500,500,22.86,"Same length",67,67,"Same length",February,Fall,No,No,Pizza/Pasta,Water,Science,6,9,5,"Yes - broadband connection","In person",10,20,3,1,20,5,12,0,1,1,15,0,10,2,"A lot","Graduate degree",Gospel,Fly,Happy,"Community leader or elder",Religious
USA,IN,2017,"12        ",Female,17,Left-Handed,165,24,174,2,Car,30,0.502,38,Athletics,800,700,750,700,200,200,24,"Same length",93,95,"Ring finger",April,Spring,Yes,No,Fruit,Water,Science,8,10,7,,"Text messaging",75,62,20,0,30,25,30,0,10,10,45,20,0,10,Some,Other,Pop,"Freeze time",Happy,"Religious figure",Health
USA,WI,2017,"12        ",Female,17,Right-Handed,170,22,174,1,Car,8,.387,52,Golf,834,519,428,684,171,645,22,"Same length",62,91,"Ring finger",February,Fall,No,No,Meat,Coffee,Science,7,6,5,"Yes - broadband connection","Cell phone",10,12,10,1,9,7,20,0,15,2,15,2,8,3,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,"Community leader or elder",Health
USA,SC,2017,"12        ",Male,17,Right-Handed,176,26,186,1,Car,5,.302,44,"Football (American)",750,800,400,950,600,1000,26,"Same length",9.5,9,"Index finger",October,Fall,Yes,No,Meat,Water,Science,7,5,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",300,250,80,0,5,24,5,30,30,3,60,10,56,0,"Very little","Graduate degree","Rhythm and blues (R&B)","Freeze time",Rich,Relative,"International aid"
USA,PA,2017,"12        ",Female,16,Right-Handed,162,23,59,1,Walk,5,.431,42,Soccer,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2017,"12        ",Female,18,,9,9," 180",2,Car,15,.547,67,Dancing,1000,1000,1000,1000,1000,1000,9,"Right foot",11,8.85,"Index finger",October,Summer,Yes,No,Pizza/Pasta,Water,History,6.8,12,2,"Yes - other","Cell phone",18,25,5,5,25,5,10,5,24,24,20,25,20,5,"A lot","High school","Rap/Hip hop","Freeze time",Happy,"Religious figure","International aid"
USA,NE,2017,"12        ",Male,17,Right-Handed,179,27,178,1,Car,25,0.865,51,Other,450,450,200,500,200,200,26,"Right foot",80,80,"Same length",July,Spring,No,No,Meat,"Soft drink (caffeinated)",Music,7,9,3,"Yes - broadband connection","Text messaging",5,15,5,1,3,2,0,4,3,1,6,1,15,1,Some,"Undergraduate degree","Rock and roll",Telepathy,Happy,"Musician or singer",Health
USA,IN,2017,"12        ",Female,17,Right-Handed,169,24.2,163.2,1,Car,25,0.364,41,Golf,1000,900,950,920,200,300,24,"Left foot",800,850,"Ring finger",September,Spring,No,No,Meat,Water,English,8,6,5,"Yes - broadband connection","Text messaging",30,40,3,0,5,10,8,0,5,10,5,3,2,3,Some,"Graduate degree","Rap/Hip hop",Invisibility,Happy,Relative,Health
USA,OK,2017,"12        ",Male,17,Right-Handed,173,26,175,1,Car,10,.748,40,Soccer,250,500,700,800,600,700,25,"Right foot",73,74,"Ring finger",July,Winter,Yes,Yes,Meat,"Soft drink (caffeinated)","Mathematics and statistics",5,12,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",5,5,4,0,2,4,1,20,2,3,20,15,0,6,"Very little","Graduate degree","Punk rock","Freeze time",Happy,"Business person",Health
USA,NC,2017,"12        ",Male,17,Right-Handed,175,,,2,Car,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KS,2017,"12        ",Male,18,Right-Handed,182,27,170,1,Car,3,0.314,38,Soccer,754,594,684,428,203,513,27,"Same length",80,85,"Ring finger",June,Summer,No,No,Meat,Water,"Social studies",8,9,4,"Yes - other","In person",350,325,8,1,10,1,10,1,12,10,4,2,0,0,"A lot","Graduate degree",Pop,"Freeze time",Happy,Other,Other
USA,CA,2017,"12        ",Female,16,Right-Handed,162,23.5,158,3,Car,10,.688,36,Soccer,508,524,636,797,941,979,23,"Right foot",89,78,"Index finger",September,Spring,No,No,Pizza/Pasta,Water,Science,7,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",100,100,3,1,20,2,10,0,2,2,6,4,5,1,"A lot","Graduate degree","Punk rock",Telepathy,Rich,Politician,"Education/Youth development"
USA,CA,2017,"12        ",Male,17,Right-Handed,176,27,175,2,Car,5,0.296,33,Soccer,900,700,800,800,700,900,27,"Same length",7.62,8.13,"Ring finger",August,Summer,No,No,"No favorite",Milk,Other,7,9,3,"Yes - broadband connection","Cell phone",15,40,4,0,4,6,6,4,3,0,8,0,0,3,"Very little","Undergraduate degree","Rhythm and blues (R&B)",Invisibility,Happy,Other,"Wildlife, animals"
USA,CA,2017,"12        ",Male,117,Right-Handed,181,25,193,2,Car,5,.406,52,Tennis,695,663,824,642,690,626,25,"Right foot",80,77,"Index finger",May,Winter,No,No,Meat,Water,Other,6,8,5,"Yes - broadband connection","Text messaging",20,30,7,0,0,2,2,2,8,2,72,6,29,0,"Very little","Graduate degree",Other,Fly,Rich,Friend,Other
USA,NC,2017,"12        ",Male,17,Right-Handed,182,27,190,1,Walk,0,.084,39,Dancing,0,0,0,0,0,0,27,"Left foot",70,70,"Same length",January,Fall,Yes,No,Meat,Water,Music,7,9,4,"Yes - broadband connection","Text messaging",35,35,55,1,3,0,0,0,4,1,4,0,0,1,Some,"Graduate degree",Jazz,"Freeze time",Rich,"Business person","Arts, culture, sports"
USA,KS,2017,"12        ",Male,17,Right-Handed,186,29,191,3,Car,7,.34,38,Basketball,1000,1000,1000,1000,1000,1000,28,"Right foot",80,83,"Ring finger",October,Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",8,10,5,"Yes - other","Text messaging",10,10,4,0,12,2,4,0,8,5,8,4,0,0,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,Relative,"Education/Youth development"
USA,OK,2017,"12        ",Male,16,Ambidextrous,171,24,169,1,Car,15,.327,50,"Table Tennis",700,600,200,300,700,800,25,"Left foot",74,75,"Ring finger",January,Summer,No,No,Meat,Water,Science,7.5,10,3,"Yes - other",,10,30,6,.25,10,5,2,10,2,.5,1,10,0,1,"A lot",Other,Other,"Freeze time",Healthy,Relative,Religious
USA,WA,2017,"12        ",Female,17,Left-Handed,162.5,23,156,1,Car,15,.822,"34 ",Walking/Hiking,900,500,200,400,600,400,23,"Same length",6,70,"Ring finger",August,Fall,Yes,No,Seafood,"Energy drink",Other,7,9,5,"Yes - other","Text messaging",60,80,5,2,,,,,,,,,,,,,,,,,
USA,MO,2017,"12        ",Male,17,Right-Handed,93,29,102,2,Walk,10,0.353,45,Basketball,700,600,100,500,400,800,29,"Same length",100,100,"Same length",November,Winter,No,No,Seafood,Milk,Science,9,8,6,"Yes - dial-up connection","Cell phone",800,1300,5,9,,,,,,,,,,,,,,,,,
USA,IN,2017,"12        ",Female,17,Right-Handed,150,21,150,1,Car,12,.77,40,Athletics,300,400,500,600,800,900,21,"Same length",75,80,"Ring finger",March,Summer,No,No,Pizza/Pasta,"Soft drink (caffeinated)",Science,7,6,3,,"Text messaging",300,300,10,1,1,3,10,0,15,15,2,9,6,2,"Very little","Graduate degree","Rap/Hip hop",Invisibility,Rich,Relative,Health
USA,NC,2017,"12        ",Female,17,Right-Handed,165,23,170,3,Car,7,.378,33,Other,700,500,500,500,700,800,24,"Left foot",75,80,"Ring finger",April,Spring,No,No,"Rice/Noodle dishes",Water,Science,8,10,3,"Yes - broadband connection","Text messaging",50,100,2,1,7,7,7,0,2,2,2,7,9,1,Some,"Graduate degree",Pop,Telepathy,Happy,Relative,"Wildlife, animals"
USA,CA,2017,"12        ",Female,17,Right-Handed,152.4,20,58,2,Bus,60,0.387,38,Bowling,1000,600,600,300,1000,1000,20,"Same length",76.2,76.2,"Same length",August,Fall,No,No,Pizza/Pasta,Juice,English,5,12,3,"Yes - broadband connection","Text messaging",50,50,5,3,10,4,0,0,50,30,40,30,0,3,"A lot","Graduate degree",Pop,Telepathy,Rich,"Musician or singer","Wildlife, animals"
USA,CA,2017,"12        ",Male,17,Right-Handed,158.5,26.67,155.1,1,"Rail (Train/Tram/Subway)",65,,.41,"Football (American)",90,90,80,99,70,80,26.67,"Same length",11,8,"Ring finger",March,Winter,No,No,"Rice/Noodle dishes","Sports drink","Computers and technology",5,8,4,"Yes - dial-up connection","In person",0,0,4,,,,,,,,,,,,,,,,,,
USA,OH,2017,"12        ",Male,18,Right-Handed,157,30,130,1,Car,20,0.295,39,"Football (American)",300,600,1000,1000,100,200,30,"Same length",45,44,"Index finger",January,Summer,No,No,Pizza/Pasta,Water,History,6,9,4,"Yes - broadband connection","Text messaging",78,54,7,2,0,4,4,2,5,6,7,4,20,2,None,"Graduate degree",Country,"Super strength",Rich,"Sports person",Environment
USA,PA,2017,"12        ",Male,18,Left-Handed,,27,180.3,1,Car,14,.301,40,"Table Tennis",650,148,358,786,999,975,28,"Left foot",80,76,"Index finger",September,Summer,Yes,No,Seafood,"Powdered drink","Computers and technology",7,10,5,"Yes - broadband connection","Internet chat or instant messaging",10,30,10,1,12,10,10,6,2,5,15,4,0,2,Some,"Graduate degree",Gospel,"Freeze time",Rich,Relative,"Arts, culture, sports"
USA,PA,2017,"12        ",Male,17,Right-Handed,186,29,192,1,Bus,15,0.321,35,Walking/Hiking,800,600,700,800,1000,1000,29,"Same length",114,114,"Same length",May,Winter,No,No,"No favorite",Tea,Art,6,10,4,"Yes - broadband connection","In person",100,100,3,0,15,5,2,0,12,4,20,3,20,5,Some,"Graduate degree",Pop,Fly,Happy,"Musician or singer","Arts, culture, sports"
USA,IN,2017,"12        ",Female,57,Right-Handed,175.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IN,2017,"12        ",Female,18,Right-Handed,158,23.5,158,1,Car,15,10,.9,Golf,900,900,900,900,900,900,23.5,"Same length",80,80,"Same length",January,Summer,Yes,No,"Rice/Noodle dishes",Water,Other,6,8,3,"Yes - broadband connection","Text messaging",200,200,5,3,0,4,12,0,2,10,8,0,32,0,None,"Undergraduate degree",Pop,Invisibility,Rich,Relative,Health
USA,NE,2017,"12        ",Male,18,Right-Handed,162,25,179,1,Walk,15,.376,43,Basketball,845,48,802,722,0,1000,25,"Same length",90,70,"Index finger",October,Fall,No,No,Meat,Water,History,9,8,5,"Yes - broadband connection","In person",5,5,1,1,0,4,2,0,8,1,8,10,0,2,None,"High school",Country,Telepathy,Rich,Relative,"International aid"
USA,PA,2017,"12        ",Female,17,Right-Handed,169,25,177,1,Car,10,0.492,51,Walking/Hiking,950,900,900,900,700,800,24,"Right foot",90,85,"Index finger",March,Winter,Yes,No,Vegetables,Water,Science,6,10,3,"Yes - broadband connection","Text messaging",150,150,12,1,4,4,15,0,2,10,10,5,8,2,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,Relative,Environment
USA,NE,2017,"12        ",Female,17,Right-Handed,157,25.5,186,1,Car,25,0.543,31,Other,631,422,283,219,235,492,25,"Right foot",9.7,10,"Ring finger",April,Spring,No,No,Pizza/Pasta,Water,History,6,10,5,"Yes - broadband connection","Text messaging",40,45,14,3,10,8,6,4,9,5,5,14,10,5,Some,"Undergraduate degree",Country,Invisibility,Happy,"Coach or club leader","Education/Youth development"
USA,TX,2017,"12        ",Male,17,Right-Handed,188,31,183,1,Car,5,.288,36,"Football (American)",900,800,700,600,200,100,30,"Right foot",79,70,"Index finger",October,Fall,No,No,Meat,Water,History,8,5,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",75,80,20,2,8,4,24,6,8,2,2,1,0,3,Some,"Graduate degree",Techno/Electronic,"Freeze time",Rich,"Coach or club leader","Wildlife, animals"
USA,KS,2017,"12        ",Female,17,Right-Handed,164,23,160,1,Car,10,.326,58,Running/Jogging,1000,900,1000,1000,800,900,23,"Same length",77,75,"Index finger",December,Summer,No,Yes,Vegetables,Water,English,6,7,4,"Yes - broadband connection","Text messaging",75,100,15,2,20,14,10,0,10,5,20,5,12,2,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Happy,Relative,"International aid"
USA,NC,2017,"12        ",Female,17,Right-Handed,150,21,151,1,Car,"15 ",.904,80,Dancing,750,750,850,750,600,800,21,"Same length",70,60,"Index finger",November,Fall,Yes,No,Breads/Sandwiches,Water,"Social studies",6,9,6,"Yes - broadband connection","In person",30,50,6,2,3,2.5,1.5,0,4,2,6,2,10,1,Some,"Graduate degree","Rock and roll",Fly,Happy,Politician,Health
USA,DE,2017,"12        ",Male,16,Right-Handed,75,16,78,2,Bus,60,1,44,"Football (American)",500,500,1000,1000,500,1000,16,"Same length",78,17,"Index finger",February,Summer,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",4,9,6,"Yes - broadband connection","Text messaging",300,300,7,12,5,12,12,10,10,1,3,1,0,4,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Rich,Relative,"Education/Youth development"
USA,NY,2017,"12        ",Male,17,Right-Handed,169,26,176,1,"Rail (Train/Tram/Subway)",25,0.314,35,Other,636,433,139,337,1000,1000,26,"Same length",102,110,"Same length",June,Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",6,8,2,"Yes - broadband connection","Internet chat or instant messaging",25,40,3,0,8,13,3,5,10,3,20,1,3,0,Some,"Undergraduate degree",Techno/Electronic,"Super strength",Happy,Friend,"Education/Youth development"
USA,NY,2017,"12        ",Female,18,Right-Handed,161,22,160,2,Bus,40,0.441,46,Walking/Hiking,900,900,600,600,500,1000,22,"Same length",80,90,"Ring finger",June,Summer,No,Yes,Fruit,Water,English,7,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",5,9,10,0,0,5,20,0,30,70,70,0,16,2,Some,"High school","Rap/Hip hop",Telepathy,Happy,"Business person",Environment
USA,CA,2017,"12        ",Female,17,Right-Handed,160,22,161,2,Bus,58,0.6,45,None,3,2,4,5,0,1,22,"Same length",90,100,"Ring finger",July,Summer,No,No,Seafood,Juice,English,8,7,3,"Yes - other","Text messaging",20,20,70,50,10,100,20,20,70,70,70,60,40,80,Some,Other,"Rap/Hip hop",Invisibility,Happy,Actor,"Wildlife, animals"
USA,MI,2017,"12        ",Male,18,Right-Handed,187,30,187,1,Bus,33,.175,50,Athletics,1000,800,800,800,500,400,30,"Same length",90,82,"Ring finger",September,Fall,No,No,Meat,Milk,"Computers and technology",8,4,5,"Yes - broadband connection","Text messaging",38,50,7,1,0,16,7,6,2,3,8,1,10,2,"Very little","Graduate degree",Pop,"Freeze time",Happy,"Coach or club leader",Health
USA,NY,2017,"12        ",Male,17,Ambidextrous,183,28,188,1,Car,7,.271,44,Basketball,1000,1000,1000,1000,1000,1000,28,"Same length",80,90,"Ring finger",October,Fall,Yes,No,Poultry,Juice,"Mathematics and statistics",7,10,5,"No internet connection","Cell phone",12,40,12,1,1,4,12,10,100,168,100,8,10,2,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Rich,"Sports person","Education/Youth development"
