Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,OK,2018,"12        ",Female,16,Right-Handed,169,26,168,3,Bus,28,0.708,42,Swimming,600,500,500,1000,600,700,25,"Right foot",70,75,"Ring finger",September,Fall,No,No,Meat,Tea,Art,5,7,4,"Yes - other","Text messaging",0,0,0,0,4,1,1,1,5,0,4,2,25,8,"A lot",Other,Other,Invisibility,Happy,Relative,"Education/Youth development"
USA,GA,2018,"12        ",Female,18,Left-Handed,165.1,,,1,Car,10,3,3,None,1000,1000,1000,1000,500,500,70,,150,20,,October,Fall,No,No,Meat,"Energy drink",Other,10,10,3,"Yes - other","Text messaging",1000,1000,10,0,0,0,0,3,100,100,100,50,0,0,Some,"Graduate degree",Pop,Telepathy,Happy,Other,Environment
USA,NJ,2018,"12        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2018,"12        ",Female,17,Left-Handed,55,55,61,2,Bus,25,0.676,59,None,754,1000,1000,807,439,1000,55,"Same length",6,5,"Index finger",December,Winter,No,No,Pizza/Pasta,Water,History,8,6,7,"Yes - other","Text messaging",100,120,48,2,55,4,0,0,5,4,3,0,0,6,"A lot","Some college","Rap/Hip hop",Invisibility,Healthy,"Business person",Health
USA,CA,2018,"12        ",Female,17,Right-Handed,160,17.78,160,2,Bus,30,3.351,47,Dancing,1000,1000,1000,1000,100,50,17.78,"Same length",50.8,38.1,"Index finger",May,Winter,No,No,Pizza/Pasta,Water,English,6,10,8,"Yes - broadband connection","Text messaging",30,50,20,10,30,20,12,0,20,40,18,0,0,8,Some,"Graduate degree","Rock and roll",Fly,Happy,Politician,Environment
USA,OH,2018,"12        ",Female,17,Right-Handed,165,23,156,1,Car,3,0.589,34,Other,439,850,439,690,385,540,23,"Same length",71,70,"Index finger",April,Fall,No,No,Desserts,Water,Other,8,10,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",6,4,3,0,1,3,9,0,72,5,48,1,0,3,"Very little","Undergraduate degree",Country,Telepathy,Happy,"Community leader or elder","International aid"
USA,NH,2018,"12        ",Female,18,Right-Handed,165,24,165,1,Car,30,.29,32,Soccer,300,500,1000,1000,300,200,25,"Left foot",110,120,"Ring finger",October,Fall,Yes,No,Seafood,Water,Science,6,8,4,"Yes - other",Telephone,100,100,12,.5,20,10,4,0,1,3,2,10,20,1,"A lot","Graduate degree",Country,"Super strength",Happy,"Doctor or nurse",Health
USA,NH,2018,"12        ",Male,18,Right-Handed,180,25,183,1,Car,12,.252,39,Athletics,950,500,500,750,250,1000,27,"Left foot",76,83,"Ring finger",April,Spring,Yes,No,Meat,Water,"Mathematics and statistics",7,8,4,"Yes - other",Other,20,20,4,0,6,5,13,4,8,2,14,7,16,1,Some,"Graduate degree","Rap/Hip hop","Freeze time",Healthy,"Sports person","Education/Youth development"
USA,CA,2018,"12        ",Female,18,Right-Handed,164,21,166,2,Car,4,.351,36,Walking/Hiking,1000,1000,1000,1000,900,1000,21,"Same length",80,85,"Ring finger",July,Fall,No,No,Poultry,Water,"Social studies",6,6,4,"Yes - broadband connection","Text messaging",5,25,2,2,24,5,7,2,7,2,3,6,15,4,"A lot","Graduate degree",Other,"Freeze time",Happy,Relative,"International aid"
USA,CA,2018,"12        ",Female,17,Right-Handed,168,24,174,2,Car,7,.32,41,Athletics,900,500,900,900,100,200,24,"Same length",90,100,"Ring finger",June,Fall,No,No,Poultry,Water,English,7,8,4,"Yes - broadband connection","In person",50,200,15,3,28,1,15,0,1,6,7,0,0,1,"A lot","Graduate degree","Rhythm and blues (R&B)","Freeze time",Happy,Relative,"International aid"
USA,CA,2018,"12        ",Female,16,Right-Handed,163,26,163,1,Car,15,0.411,41,Other,1000,1000,1000,900,400,400,24,"Right foot",750,770,"Ring finger",October,Fall,No,No,"Rice/Noodle dishes",Water,Music,7,9,4,"Yes - broadband connection","Text messaging",20,50,10,1,6,5,15,0,10,6,10,4,0,2,Some,"Graduate degree","Rhythm and blues (R&B)",Invisibility,Happy,"Musician or singer",Health
USA,CO,2018,"12        ",Female,16,Right-Handed,178,24,178,1,Car,20,0.353,52,Swimming,900,900,900,900,900,900,24,"Same length",80,80,"Same length",October,Summer,No,No,Fruit,Water,"Mathematics and statistics",6,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",10,5,6,2,10,1,10,2,1,3,3,3,0,3,"A lot","Graduate degree",Pop,Fly,Happy,Relative,Environment
USA,MA,2018,"12        ",Male,18,Right-Handed,182.8,31,180,1,Car,25,0.42,,"Hockey (Ice)",1000,1000,1000,1000,1000,1000,30,,7,7,"Same length",November,Fall,No,No,Meat,"Sports drink","Physical education",8,5,4,"Yes - broadband connection","Internet chat or instant messaging",20,10,7,8,2,0,3,0,14,0,2,3,0,1,Some,"Some college",Country,"Freeze time",,"Sports person","Arts, culture, sports"
USA,MA,2018,"12        ",Female,17,Left-Handed,5'5,,,1,Car,7,,,None,1000,1000,1000,1000,999,999,,,,,,March,Summer,No,No,"Rice/Noodle dishes",Juice,Other,6,7,4,"Yes - other","Text messaging",110,190,70,2,.5,3,6,0,80,40,60,10,30,3,Some,"Undergraduate degree","Rap/Hip hop",Telepathy,Happy,Relative,"Arts, culture, sports"
USA,OH,2018,"12        ",Male,17,Right-Handed,183,27,186,2,Car,3,.477,32,Soccer,500,500,600,500,750,1000,26,"Right foot",80,80,"Same length",January,Summer,No,No,Poultry,Water,"Computers and technology",7,9,3,"Yes - broadband connection","Text messaging",35,35,4,1,3,2,7,10,5,2,10,1,5,3,Some,"Undergraduate degree","Rap/Hip hop",Invisibility,Rich,"Musician or singer",Health
USA,TX,2018,"12        ",Female,17,Right-Handed,158.4,91.44,158.4,3,Car,20,64,52,Other,900,800,800,500,600,700,91.44,"Same length",60,50,"Ring finger",March,Spring,Yes,No,Pizza/Pasta,Water,"Physical education",7,10,7,"No internet connection","Myspace, Facebook, other social networking sites, or blog",99999,99999,9,0,5,4,2,10,10,1,10,0,0,4,Some,"Graduate degree",Other,"Freeze time",Healthy,Friend,Health
USA,ID,2018,"12        ",Female,21,Ambidextrous,170.1,24.1,170.,3,Walk,5,38,37,Baseball/Softball,561,561,802,574,332,471,24,"Same length",6.3,6.35,"Ring finger",February,Spring,Yes,No,Meat,"Sports drink","Physical education",6.5,8,4,"Yes - broadband connection","Cell phone",25,35,25,3,,,,,,,,,,,,,,,,,
USA,NJ,2018,"12        ",Male,17,Right-Handed,180,26,183,1,Car,7,0.318,38,Running/Jogging,866,920,920,973,1000,1000,26,"Same length",78,81,"Ring finger",October,Summer,Yes,No,Meat,"Sports drink","Computers and technology",4,8,5,"Yes - broadband connection","Internet chat or instant messaging",200,300,8,0,25,4,6,4,0,4,20,0,9,1,"A lot","Undergraduate degree",Classical,"Freeze time",Happy,Other,"Education/Youth development"
USA,NJ,2018,"12        ",Female,17,Right-Handed,160.5,21,67,1,Bus,12,.434,54,Other,984,963,1000,980,695,882,22,"Left foot",80,70,"Index finger",May,Spring,Yes,No,Pizza/Pasta,Water,Other,5,8,3,"Yes - broadband connection","Text messaging",7,7,4,1,10,20,2,5,6,8,20,10,6,5,"A lot","Graduate degree",Pop,"Freeze time",Happy,Actor,"Wildlife, animals"
USA,UT,2018,"12        ",Female,17,Right-Handed,164,22,150,3,Car,16,0.361,34,Dancing,900,700,450,600,950,950,21,"Right foot",86,92,"Ring finger",,Summer,No,No,"Rice/Noodle dishes",Milk,Music,8,8,4,"Yes - broadband connection","Internet chat or instant messaging",16,24,10,0,0,1,10,1,20,1,60,7,3,3,"A lot","Some college",Other,"Freeze time",Happy,"Musician or singer",Health
USA,TX,2018,"12        ",Female,17,Right-Handed,170,31,160,1,Car,7,.398,59,Dancing,1000,1000,1000,1000,818,829,31,"Same length",70,80,"Ring finger",August,Fall,No,Yes,Breads/Sandwiches,Water,Other,8,9,4,"Yes - broadband connection","Text messaging",20,35,5,2,4,3,7,0,3,1,4,1,0,1,Some,"Graduate degree",Other,"Freeze time",Happy,Teacher,"Wildlife, animals"
USA,MA,2018,"12        ",Female,18,Right-Handed,144.7,23.5,155,1,Car,20,0.658,52,Lacrosse,20,50,20,70,40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NC,2018,"12        ",Male,17,Right-Handed,179,25,180,1,Walk,0,.426,47,Basketball,786,1000,1000,1000,940,1000,26,"Left foot",90,94,"Ring finger",May,Spring,No,No,"No favorite",Water,Art,6,9,3,"Yes - other","In person",75,105,10,7,7,0,4,0,13,6,20,2,0,2,Some,"Undergraduate degree",Other,"Freeze time",Happy,Actor,"Education/Youth development"
USA,IL,2018,"12        ",Male,17,Right-Handed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rich,,
USA,WI,2018,"12        ",Male,17,Right-Handed,191,34,187,1,Car,13,.699,55,Basketball,497,572,684,963,294,513,33,"Right foot",100,105,"Ring finger",March,Spring,No,No,Seafood,Water,History,7,9,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",3,3,8,0,5,8,7,8,7,10,12,5,12,8,"Very little","Undergraduate degree","Rap/Hip hop","Freeze time",Happy,Relative,Health
USA,PA,2018,"12        ",Female,17,Right-Handed,152,,,1,Car,10,.423,49,Soccer,500,500,800,500,800,800,,,76,74,"Ring finger",November,Fall,No,No,Fruit,Water,English,7,9,5,"Yes - other","In person",250,600,6,3,8,6,6,0,9,9,12,6,20,4,Some,"Graduate degree",Pop,Invisibility,Healthy,Relative,"Wildlife, animals"
USA,TX,2018,"12        ",Male,17,Right-Handed,167,86,82,2,Car,15,.865,40,"Football (American)",300,900,200,200,400,500,86,"Same length",18,12,"Ring finger",June,Summer,Yes,No,Pizza/Pasta,Water,English,7,8,4,"Yes - dial-up connection","Text messaging",23,32,1,3,2,1,10,2,5,3,4,4,24,9,Some,"Graduate degree","Rhythm and blues (R&B)","Freeze time",Happy,Relative,"Wildlife, animals"
USA,TX,2018,"12        ",Female,17,Ambidextrous,160,20,38,1,Bus,20,0.4,47,Other,1000,9000,9000,1000,5000,1000,21,"Same length",100,102,"Ring finger",May,Winter,No,No,Soups,Water,Science,7,8,5,"No internet connection","Text messaging",50,50,5,100,8,50,10,0,3,150,100,8,25,5,Some,Other,Other,Telepathy,Happy,"Musician or singer","International aid"
USA,GA,2018,"12        ",Male,17,Right-Handed,177.8,25.4,50,1,Car,5,.378,45,Skateboarding/Rollerblading,0,0,0,0,1000,1000,25.4,"Same length",115,120,"Index finger",May,Spring,No,No,Pizza/Pasta,Milk,Art,7,12,4,"Yes - broadband connection","Text messaging",60,70,30,6,1,5,15,5,2,3,5,3,0,3,"Very little","Graduate degree","Rap/Hip hop",Fly,Happy,Relative,"Education/Youth development"
USA,OK,2018,"12        ",Male,18,Right-Handed,169,24,169,1,Car,12,.91,53,Dancing,1000,100,1000,100,1000,1000,25,"Left foot",80,90,"Ring finger",March,Summer,No,No,Poultry,"Soft drink (caffeinated)",Music,6,9,4,"Yes - other","Text messaging",109,125,5,0,10,4,0,0,3,20,50,0,25,0,"A lot","Graduate degree",Pop,"Freeze time",Famous,"Musician or singer",Other
USA,ID,2018,"12        ",Female,19,Right-Handed,168,10,56,1,Walk,5,0.6,46,Walking/Hiking,840,626,904,540,513,936,12,"Left foot",63,38.1,"Index finger",July,Spring,No,No,Pizza/Pasta,Water,Science,7,9,6,"Yes - broadband connection","Text messaging",20,13,10,5,25,8,4,6,9,4,40,20,0,4,Some,Other,"Rock and roll","Freeze time",Happy,"Religious figure","Wildlife, animals"
USA,NC,2018,"12        ",Male,17,Right-Handed,157,33,182,2,Car,20,.31,41,Tennis,890,899,760,650,970,1000,33,"Same length",170,166,"Index finger",March,Fall,No,No,Meat,Water,"Physical education",8,8,5,"Yes - broadband connection","Text messaging",10,170,7,.12,3,7,1,4,1,.5,5,.1,3,2,"Very little","Graduate degree","Rap/Hip hop",Fly,Happy,"Business person",Health
USA,CA,2018,"12        ",Female,18,Right-Handed,162.5,25.5,160.0,2,Bus,"1.30 ",4.273,32,Dancing,0,0,1000,1000,0,1000,25.5,"Left foot",8.12,8.12,"Same length",June,Winter,Yes,No,"Rice/Noodle dishes","Soft drink (caffeinated)",Other,8,5,4,"Yes - dial-up connection","Text messaging",15646,34545,0,2,1,0,0,0,24,24,0,0,8,2,"Very little","Graduate degree","Rap/Hip hop","Freeze time",Healthy,"Doctor or nurse",Health
USA,TX,2018,"12        ",Male,17,Right-Handed,205,30,210,2,Car,1,0.441,56,Basketball,500,750,650,1000,250,500,30,"Same length",90,90,"Same length",April,Spring,Yes,No,Seafood,"Soft drink (caffeinated)",Languages,8,12,3,"Yes - broadband connection","Internet chat or instant messaging",4,4,12,1,5,4,8,20,5,1,2,0,0,5,Some,"Less than high school","Rhythm and blues (R&B)",,Rich,Relative,Religious
USA,MD,2018,"12        ",Female,17,Right-Handed,158.4,21.59,142.4,3,Car,21,.66,52,Tennis,150,150,400,400,160,440,21.60,"Left foot",60,55,"Ring finger",May,Summer,No,No,"No favorite",Coffee,Languages,7,10,7,"Yes - other","Text messaging",15,68,40,5,15,150,0,0,5,1,15,20,0,10,"A lot","Graduate degree",Jazz,,Rich,Relative,Health
USA,ID,2018,"12        ",Male,22,Right-Handed,195,26,195,2,Bicycle,8,.347,59,Golf,660,660,600,730,1000,1000,26,"Same length",6.5,6.4,"Index finger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2018,"12        ",Male,15,Right-Handed,173,,174,2,Car,6,.395,46,"Football (American)",,,,,,,,,80,85,"Ring finger",January,Summer,No,No,Meat,Water,"Mathematics and statistics",6,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",6,7,,,,,,,,,,,,,,,,,,,
USA,WI,2018,"12        ",Male,17,Right-Handed,179,,174.3,2,Car,4,0.384,"42 ",Soccer,,,,,,,,,74,76,"Ring finger",November,Summer,Yes,No,Meat,Water,"Computers and technology",8,8,4,"Yes - broadband connection","Text messaging",75,79,,,,,,,,,,,,,,,,,,,
USA,NE,2018,"12        ",Male,18,Right-Handed,184.3,26,85,1,Car,20,.357,46,"Football (American)",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TN,2018,"12        ",Male,18,Left-Handed,184,26,175,1,Car,8,.684,46,Basketball,600,500,700,700,800,900,26,"Same length",80,80,"Same length",December,Summer,Yes,No,Seafood,Milk,"Physical education",4,9,3,"Yes - broadband connection","Internet chat or instant messaging",10,10,20,20,2,3,1,20,5,30,50,2,6,2,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Rich,Politician,Health
USA,CA,2018,"12        ",Female,16,Right-Handed,160.0,137.1,193.8,3,Car,9,0.518,44,Other,"1000 ","1000 ","1000 ","1000 ","1000 ","1000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2018,"12        ",Female,17,Right-Handed,157,23,149,1,Car,10,0.753,51,Baseball/Softball,1000,750,900,800,1000,1000,23,"Same length",75,78,"Ring finger",May,Summer,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",4,8,4,"Yes - broadband connection","Text messaging",100,350,10,14,6,2,20,0,30,30,30,0,20,4,"A lot","Graduate degree",Country,Invisibility,Happy,Teacher,"Wildlife, animals"
USA,NE,2018,"12        ",Female,17,Right-Handed,152.4,23,152,1,Car,11,0.569,45,Swimming,800,800,700,600,300,700,23,"Same length",8.1,7.1,"Index finger",May,Summer,No,No,Pizza/Pasta,Water,Music,6,8,4,"Yes - other","In person",50,50,12,1,7,12,3,0,12,11,21,1,0,6,Some,"Graduate degree",Pop,Telepathy,Happy,Teacher,Health
USA,CA,2018,"12        ",Male,17,Right-Handed,186,27,186,1.5,Car,5,.326,36,Baseball/Softball,450,800,1000,1000,455,765,27,"Same length",75,85,"Ring finger",July,Summer,Yes,No,Meat,Water,"Physical education",7,9,4,"Yes - broadband connection","Text messaging",15,50,5,1,3,2,4,0,2,1,10,1,0,.5,Some,"Graduate degree","Rap/Hip hop",Invisibility,Happy,"Religious figure",Religious
USA,CO,2018,"12        ",Female,17,Right-Handed,147,20,146,2,Car,10,0.398,41,Other,1000,100,100,100,10,10,20,"Same length",62,62,"Ring finger",June,Fall,Yes,Yes,Vegetables,Tea,History,6,9,4,"Yes - broadband connection","Text messaging",10,10,2,1,20,10,30,0,5,1,2,0,2,1,"A lot","Graduate degree",Classical,Telepathy,Healthy,"Coach or club leader","Wildlife, animals"
USA,RI,2018,"12        ",Male,17,Right-Handed,179,28,187,2,Bus,15,0.295,37,"Football (American)",508,1000,503,503,1000,1000,27.5,"Right foot",9,9.1,"Ring finger",March,Fall,No,No,Meat,Water,"Mathematics and statistics",6,10,5,"Yes - broadband connection","Text messaging",70,450,3,5,20,4,20,5,3,5,5,5,0,0,"A lot","Graduate degree","Heavy metal","Freeze time",Rich,"Sports person","Wildlife, animals"
USA,MN,2018,"12        ",Female,18,Right-Handed,163,23,157,2,Walk,2,0.42,48,Tennis,952,882,1000,818,722,909,23,"Same length",90,92,"Ring finger",May,Spring,Yes,No,Seafood,Water,"Social studies",7.5,10,4,"Yes - broadband connection","Internet chat or instant messaging",0,0,14,10,1,12,7,0,6,0.5,30,6,0,2,Some,"Graduate degree",Pop,Invisibility,Rich,"Musician or singer","Wildlife, animals"
USA,TX,2018,"12        ",Female,18,Right-Handed,160,21,53,2,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2018,"12        ",Female,16,Right-Handed,160,22,153,1,Car,15,.775,38,Dancing,800,800,900,900,700,900,22,"Same length",72,71,"Index finger",June,Winter,No,No,Pizza/Pasta,Water,"Mathematics and statistics",5,10,3,"Yes - other","Text messaging",30,150,0,.1,15,2,0,1,1,3,15,1,1,1,"A lot","Graduate degree",Pop,Fly,Happy,Other,"International aid"
USA,NC,2018,"12        ",Female,17,Right-Handed,163,24,165,2,Walk,5,.578,43,Lacrosse,1000,1000,481,620,27,1000,23,"Right foot",70,75,"Ring finger",March,Fall,Yes,Yes,Fruit,Water,"Social studies",6.5,11,6,"Yes - broadband connection","Text messaging",90,90,60,6,20,1,14,1,4,7,14,1,30,10,"A lot","Graduate degree","Rhythm and blues (R&B)",Invisibility,Happy,Relative,Health
USA,IN,2018,"12        ",Male,17,Right-Handed,183,27,185,1,Car,2,.43,44,Baseball/Softball,326,587,48,225,155,1000,26,"Right foot",95,94,"Index finger",April,Spring,Yes,No,Pizza/Pasta,Water,Science,8,10,5,"Yes - other","Cell phone",43,37,12,6,3,13,1,2,20,0,7,25,0,1,Some,"Graduate degree",Country,Telepathy,Healthy,"Sports person","Arts, culture, sports"
USA,TX,2018,"12        ",Female,17,Right-Handed,152,,,2,Car,15,,,None,,,,,,,,,,,,February,Fall,Yes,No,Meat,"Soft drink (caffeinated)",Languages,6,9,4,"Yes - broadband connection","Internet chat or instant messaging",10,5,30,6,20,8,2,0,60,4,60,10,0,0,"A lot","Undergraduate degree",Pop,Fly,Happy,Other,Other
USA,CO,2018,"12        ",Female,18,Left-Handed,160,21,162,2,Car,12,.36,38,Soccer,800,800,700,700,900,1000,20,"Right foot",75,70,"Index finger",October,Fall,Yes,No,Desserts,Water,Science,6,10,5,"Yes - other","Text messaging",16,19,50,2,8,8,3,2,30,2,30,2,0,3,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,Relative,"Wildlife, animals"
USA,CA,2018,"12        ",Male,17,Right-Handed,175.2,26.6,167.6,1,Car,15,.331,37,"Football (American)",818,626,658,631,636,733,26.7,"Same length",27.5,29,"Ring finger",March,Winter,No,No,Meat,Juice,History,6,9,3,"Yes - broadband connection","Text messaging",20,30,50,2,20,10,15,10,25,30,25,5,15,10,Some,"Undergraduate degree","Rap/Hip hop",Fly,Rich,Other,Environment
USA,CA,2018,"12        ",Male,18,Right-Handed,172.7,26.5,174,1,Car,7,.377,41,Baseball/Softball,800,550,800,750,340,999,27,"Left foot",90,95,"Ring finger",August,Fall,No,No,Meat,Water,"Physical education",8,9,5,"Yes - dial-up connection","Myspace, Facebook, other social networking sites, or blog",3,20,10,.5,7,50,12,5,7,2,48,24,0,4,Some,"Undergraduate degree","Rap/Hip hop",,Happy,"Sports person","Education/Youth development"
USA,ID,2018,"12        ",Female,20,Right-Handed,160,24,155,1,Walk,10,.389,34,Soccer,300,300,600,500,900,900,23,"Right foot",67,66,"Index finger",October,Fall,No,No,Poultry,Water,"Physical education",8,9,6,"Yes - broadband connection","In person",5,5,15,2,55,4,7,10,25,2,50,10,4,10,"A lot","Undergraduate degree",Country,Fly,Happy,Relative,"Arts, culture, sports"
USA,MA,2018,"12        ",Male,18,Right-Handed,5'5,"8 1/2",,2,Bus,20,0.726,50,None,1000,1000,1000,1000,0,0,"8 1/2","Same length",3,"3 1/2","Index finger",August,Summer,No,No,"No favorite",Juice,English,5,5,3,"Yes - broadband connection","Text messaging",51,60,6,1,7,80,0,10,20,10,60,2,0,0,Some,"Graduate degree","Rhythm and blues (R&B)",Telepathy,Famous,"Musician or singer","International aid"
USA,WI,2018,"12        ",Female,17,Right-Handed,160,17.8,121.9,1,Car,5,0.2,56,Walking/Hiking,500,500,500,500,1000,1000,17.9,"Same length",76.2,76,"Index finger",February,Summer,No,No,Pizza/Pasta,Water,"Computers and technology",7,8,5,"Yes - broadband connection","Cell phone",5,5,24,40,0,8,7,0,35,40,120,8,25,2,Some,"Graduate degree",Country,"Freeze time",Rich,Other,Health
USA,NC,2018,"12        ",Male,16,Right-Handed,186,28.58,5.6,2,Car,10,.569,34,"Martial Arts",75,75,50,50,20,90,28.10,"Right foot",89,89,"Same length",November,Spring,No,Yes,"Rice/Noodle dishes",Water,History,6,8,4,"Yes - other","In person",80,90,3,1,12,5,10,1,4,4,5,8,20,4,Some,"Graduate degree",Other,Telepathy,Happy,"Religious figure",Religious
USA,NJ,2018,"12        ",Female,17,Right-Handed,162,22,63.5,1,Car,5,0.411,47,Athletics,1000,508,1000,1000,1000,1000,22,"Same length",8.5,9,"Ring finger",July,Summer,No,No,Pizza/Pasta,Coffee,Science,4,10,4,"Yes - other","Text messaging",100,100,20,30min,6,4,25,0,5,5,5,10,12,0,Some,"Graduate degree",Pop,Telepathy,Rich,"Musician or singer",Health
USA,AK,2018,"12        ",Female,17,Right-Handed,146,21,146,2,Bus,20,1.7,110,Soccer,1000,1000,1000,1000,500,1000,21,"Same length",70,70,"Same length",June,Fall,No,No,"Rice/Noodle dishes",,History,7,11,10,"Yes - other","In person",11,50,20,1,45,21,22,49,14,7,50,7,0,15,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Happy,Relative,"International aid"
USA,NE,2018,"12        ",Female,16,Right-Handed,167.7,24,70,1,Car,7,1.278,78,Gymnastics,1000,1000,500,200,0,200,23,"Right foot",80,75,"Index finger",June,Fall,Yes,No,"No favorite",Water,Science,7,8,5,"Yes - other","Text messaging",30,150,4,0,3,7,17,0,5,4,1,4,0,3,"A lot",Other,"Rhythm and blues (R&B)",Fly,Happy,Friend,Environment
USA,TX,2018,"12        ",Female,17,Right-Handed,154.9,22.5,,2,Car,"15 ",1.603,68,Dancing,502,"782 ",950,1000,900,1000,20,"Right foot",55,70,"Same length",July,Winter,Yes,No,Seafood,"Soft drink (caffeinated)",Art,3,6,8,"Yes - broadband connection","Text messaging",200,300,8,1,2,5,0,1,12,24,12,10,0,0,"A lot","Some college","Rap/Hip hop",Invisibility,Rich,"Doctor or nurse",Health
USA,TX,2018,"12        ",Female,17,Right-Handed,160.2,22.86,166,3,Car,"13 ",.5,63,Walking/Hiking,1000,1000,1000,1000,10,100,22.85,"Right foot",76.2,63.5,"Index finger",March,Winter,No,Yes,Breads/Sandwiches,Water,History,6,14,4,"Yes - broadband connection","Cell phone",20,30,0,1,.5,10,3,0,50,1,50,30,30,1,Some,"Graduate degree",Techno/Electronic,Invisibility,Rich,"Coach or club leader","Wildlife, animals"
USA,ID,2018,"12        ",Male,28,Right-Handed,175,28.5,18,2,Walk,13,0.808,81,Walking/Hiking,1000,500,800,1000,800,500,29,"Left foot",123,127,"Ring finger",January,Spring,No,No,Meat,"Powdered drink",Other,6,7,8,"Yes - other","Internet chat or instant messaging",4,6,2,0,16,0,4,1,3,1,4,0,16,2,"A lot","Graduate degree","Rhythm and blues (R&B)","Super strength",Rich,"Business person","International aid"
USA,NY,2018,"12        ",Female,17,Right-Handed,163,37.5,,3,"Rail (Train/Tram/Subway)",35,0.608,46,None,200,100,300,400,1000,1000,37.5,"Same length",8.5,8.9,"Ring finger",October,Fall,No,No,Breads/Sandwiches,Water,"Social studies",5,10,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,30,15,1,8,7,0,0,35,21,28,0,0,3,Some,"Graduate degree","Rhythm and blues (R&B)",Telepathy,Rich,"Musician or singer",Other
USA,DE,2018,"12        ",Male,17,Right-Handed,177.8,6.35,177.8,1,Car,45,.788,40,Basketball,10,10,15,20,1000,1000,6.35,"Same length",9000,8000,"Ring finger",August,Winter,No,No,Meat,Tea,Other,7,8,3,"Yes - other","Text messaging",30,30,2,5,2,2,1,4,7,15,10,24,0,1,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,Relative,"Wildlife, animals"
USA,ID,2018,"12        ",Female,21,Right-Handed,206,28,200,1,Walk,13,0.54,42,Walking/Hiking,743,733,626,503,198,348,30,"Left foot",64,68,"Ring finger",December,Fall,Yes,No,Fruit,Water,Art,7,7,3,"Yes - broadband connection","Text messaging",15,19,5,0,25,2,5,0,10,2,55,2,0,1,"A lot","Graduate degree",Other,"Freeze time",Happy,Relative,"International aid"
USA,WI,2018,"12        ",Female,17,Right-Handed,630,120,380,1,Car,4,.447,39,Walking/Hiking,800,1000,600,400,200,0,120,"Same length",300,295,"Index finger",December,Fall,No,No,Pizza/Pasta,"Soft drink (caffeinated)",History,7,8.5,7,"Yes - other","Myspace, Facebook, other social networking sites, or blog",20,20,0,3,4,10,0,0,20,5,20,2,16,5,Some,"Undergraduate degree",Pop,Telepathy,Happy,Relative,"Wildlife, animals"
USA,CA,2018,"12        ",Male,17,Right-Handed,156,23,160,2,Car,10,0.365,41,Soccer,500,250,500,250,250,750,24,"Left foot",90,80,"Index finger",December,Winter,No,No,Meat,Water,"Mathematics and statistics",8,7,4,"Yes - other","In person",2,2,10,1,3,20,8,20,4,2,10,2,0,2,"Very little","Graduate degree","Rap/Hip hop",Fly,Famous,Other,"International aid"
